7/1/2021 10:13:09 AM	68.5	60.5	58.2
7/1/2021 10:18:09 AM	69.0	59.0	56.7
7/1/2021 10:23:09 AM	66.2	57.9	55.8
7/1/2021 10:28:09 AM	66.1	57.5	55.4
7/1/2021 10:33:09 AM	64.7	57.1	54.7
7/1/2021 10:38:09 AM	65.3	56.5	54.0
7/1/2021 10:43:09 AM	63.9	54.9	53.1
7/1/2021 10:48:09 AM	64.3	55.4	53.7
7/1/2021 10:53:09 AM	60.3	54.0	52.2
7/1/2021 10:58:09 AM	61.7	52.5	50.4
7/1/2021 11:03:09 AM	59.0	51.1	49.4
7/1/2021 11:08:09 AM	58.8	50.6	48.7
7/1/2021 11:13:09 AM	57.9	49.5	47.7
7/1/2021 11:18:09 AM	55.2	47.3	45.7
7/1/2021 11:23:09 AM	55.6	45.6	43.6
7/1/2021 11:28:09 AM	50.1	43.0	41.3
7/1/2021 11:33:09 AM	52.7	42.8	41.0
7/1/2021 11:38:09 AM	50.7	41.6	39.9
7/1/2021 11:43:09 AM	48.2	40.8	39.2
7/1/2021 11:48:09 AM	47.5	40.2	39.0
7/1/2021 11:53:09 AM	53.3	41.5	39.4
7/1/2021 11:58:09 AM	50.7	40.8	39.0
7/1/2021 12:03:09 PM	47.2	40.8	39.0
7/1/2021 12:08:09 PM	49.2	39.5	38.0
7/1/2021 12:13:09 PM	44.1	37.6	36.2
7/1/2021 12:18:09 PM	45.2	37.7	36.0
7/1/2021 12:23:09 PM	43.6	37.5	36.0
7/1/2021 12:28:09 PM	48.4	38.7	36.3
7/1/2021 12:33:09 PM	43.4	37.7	36.1
7/1/2021 12:38:09 PM	41.9	36.6	35.2
7/1/2021 12:43:09 PM	43.2	35.8	34.3
7/1/2021 12:48:09 PM	44.5	36.1	34.6
7/1/2021 12:53:09 PM	43.2	35.9	34.5
7/1/2021 12:58:09 PM	42.1	35.9	34.5
7/1/2021 1:03:09 PM	39.1	34.0	32.7
7/1/2021 1:08:09 PM	39.9	33.9	32.6
7/1/2021 1:13:09 PM	40.1	34.7	33.2
7/1/2021 1:18:09 PM	39.8	34.1	33.0
7/1/2021 1:23:09 PM	39.8	33.9	32.8
7/1/2021 1:28:09 PM	40.8	34.2	33.0
7/1/2021 1:33:09 PM	42.2	35.2	33.9
7/1/2021 1:38:09 PM	39.4	34.6	33.4
7/1/2021 1:43:09 PM	42.9	34.2	32.8
7/1/2021 1:48:09 PM	38.1	32.7	31.5
7/1/2021 1:53:09 PM	38.7	32.8	31.6
7/1/2021 1:58:09 PM	41.3	33.3	31.7
7/1/2021 2:03:09 PM	40.2	33.4	31.8
7/1/2021 2:08:09 PM	41.7	33.2	31.3
7/1/2021 2:13:09 PM	42.4	33.0	30.7
7/1/2021 2:18:09 PM	41.2	31.7	30.3
7/1/2021 2:23:09 PM	38.1	31.2	29.6
7/1/2021 2:28:09 PM	40.4	31.5	29.7
7/1/2021 2:33:09 PM	41.8	31.5	29.6
7/1/2021 2:38:09 PM	39.3	30.6	28.6
7/1/2021 2:43:09 PM	37.6	29.3	27.7
7/1/2021 2:48:09 PM	36.9	28.9	27.0
7/1/2021 2:53:09 PM	42.8	29.4	27.4
7/1/2021 2:58:09 PM	38.7	29.7	27.5
7/1/2021 3:03:09 PM	41.7	29.4	27.1
7/1/2021 3:08:09 PM	40.7	28.7	26.8
7/1/2021 3:13:09 PM	38.9	28.6	27.0
7/1/2021 3:18:09 PM	36.1	29.1	27.5
7/1/2021 3:23:09 PM	36.5	28.7	27.4
7/1/2021 3:28:09 PM	37.0	29.8	27.9
7/1/2021 3:33:09 PM	34.0	28.2	27.0
7/1/2021 3:38:09 PM	34.2	28.1	26.5
7/1/2021 3:43:09 PM	35.7	28.8	26.9
7/1/2021 3:48:09 PM	34.3	27.3	26.1
7/1/2021 3:53:09 PM	35.3	27.8	26.4
7/1/2021 3:58:09 PM	36.6	28.3	26.6
7/1/2021 4:03:09 PM	36.0	28.3	26.8
7/1/2021 4:08:09 PM	35.6	28.4	26.8
7/1/2021 4:13:09 PM	36.4	27.5	26.2
7/1/2021 4:18:09 PM	38.5	29.1	27.0
7/1/2021 4:23:09 PM	34.0	27.5	26.0
7/1/2021 4:28:09 PM	34.6	28.1	26.2
7/1/2021 4:33:09 PM	34.3	27.5	25.9
7/1/2021 4:38:09 PM	33.1	28.0	26.8
7/1/2021 4:43:09 PM	36.6	28.1	26.9
7/1/2021 4:48:08 PM	37.1	28.7	27.3
7/1/2021 4:53:09 PM	36.0	29.0	27.6
7/1/2021 4:58:09 PM	36.2	29.5	28.1
7/1/2021 5:03:09 PM	38.9	30.1	28.4
7/1/2021 5:08:09 PM	42.5	30.4	28.7
7/1/2021 5:13:09 PM	38.3	30.3	28.6
7/1/2021 5:18:09 PM	40.0	30.0	27.9
7/1/2021 5:23:09 PM	41.8	30.2	28.5
7/1/2021 5:28:09 PM	42.8	31.6	29.6
7/1/2021 5:33:09 PM	38.5	30.8	29.0
7/1/2021 5:38:09 PM	36.8	29.3	27.8
7/1/2021 5:43:09 PM	40.9	29.4	27.6
7/1/2021 5:48:09 PM	39.5	29.2	27.7
7/1/2021 5:53:09 PM	41.2	30.0	28.0
7/1/2021 5:58:09 PM	41.8	30.4	28.6
7/1/2021 6:03:09 PM	41.3	30.4	28.6
7/1/2021 6:08:09 PM	40.2	29.5	27.9
7/1/2021 6:13:09 PM	39.8	29.7	28.4
7/1/2021 6:18:09 PM	39.9	29.9	28.4
7/1/2021 6:23:09 PM	36.2	30.0	28.8
7/1/2021 6:28:09 PM	39.3	30.7	29.2
7/1/2021 6:33:09 PM	36.8	30.1	28.7
7/1/2021 6:38:09 PM	37.6	30.3	29.0
7/1/2021 6:43:09 PM	39.3	30.9	29.3
7/1/2021 6:48:09 PM	40.8	31.1	29.0
7/1/2021 6:53:09 PM	37.4	30.4	28.9
7/1/2021 6:58:08 PM	37.0	29.6	28.2
7/1/2021 7:03:09 PM	39.3	30.5	28.9
7/1/2021 7:08:09 PM	38.4	30.9	29.5
7/1/2021 7:13:08 PM	37.0	31.9	30.3
7/1/2021 7:18:09 PM	40.3	31.6	30.2
7/1/2021 7:23:08 PM	35.9	31.0	29.9
7/1/2021 7:28:08 PM	36.0	31.2	30.1
7/1/2021 7:33:08 PM	37.9	31.9	30.7
7/1/2021 7:38:09 PM	39.3	31.4	30.0
7/1/2021 7:43:09 PM	38.7	31.3	30.0
7/1/2021 7:48:08 PM	38.3	31.8	30.0
7/1/2021 7:53:09 PM	41.1	31.8	30.2
7/1/2021 7:58:08 PM	38.6	30.5	29.3
7/1/2021 8:03:09 PM	35.8	30.3	29.1
7/1/2021 8:08:08 PM	38.2	30.5	29.3
7/1/2021 8:13:08 PM	35.1	29.9	28.8
7/1/2021 8:18:09 PM	35.6	29.8	28.4
7/1/2021 8:23:08 PM	34.1	28.6	27.6
7/1/2021 8:28:09 PM	33.3	27.6	26.6
7/1/2021 8:33:08 PM	33.2	27.9	26.9
7/1/2021 8:38:08 PM	30.9	26.7	25.9
7/1/2021 8:43:08 PM	28.1	25.1	24.4
7/1/2021 8:48:08 PM	29.5	24.5	23.6
7/1/2021 8:53:08 PM	28.0	23.3	22.4
7/1/2021 8:58:08 PM	25.0	21.7	21.0
7/1/2021 9:03:08 PM	26.5	22.1	21.4
7/1/2021 9:08:08 PM	25.7	21.4	20.7
7/1/2021 9:13:08 PM	24.5	21.6	20.9
7/1/2021 9:18:09 PM	26.3	22.1	21.1
7/1/2021 9:23:08 PM	25.2	22.9	22.1
7/1/2021 9:28:08 PM	28.8	23.4	22.2
7/1/2021 9:33:08 PM	27.9	23.5	22.4
7/1/2021 9:38:08 PM	28.9	22.8	21.7
7/1/2021 9:43:08 PM	24.8	21.9	21.0
7/1/2021 9:48:08 PM	24.7	21.6	20.5
7/1/2021 9:53:08 PM	24.1	21.3	20.4
7/1/2021 9:58:08 PM	27.4	21.6	20.4
7/1/2021 10:03:08 PM	23.3	20.3	19.6
7/1/2021 10:08:08 PM	22.6	20.7	19.8
7/1/2021 10:13:08 PM	22.4	20.5	19.8
7/1/2021 10:18:08 PM	23.4	20.2	19.5
7/1/2021 10:23:08 PM	23.2	19.9	19.1
7/1/2021 10:28:08 PM	23.4	19.8	19.1
7/1/2021 10:33:08 PM	20.1	19.2	18.6
7/1/2021 10:38:08 PM	21.2	20.3	19.7
7/1/2021 10:43:08 PM	23.0	20.2	19.5
7/1/2021 10:48:08 PM	26.4	22.0	20.9
7/1/2021 10:53:08 PM	26.6	22.5	21.7
7/1/2021 10:58:08 PM	26.9	22.8	22.0
7/1/2021 11:03:08 PM	22.0	18.6	18.0
7/1/2021 11:08:08 PM	18.8	15.9	15.2
7/1/2021 11:13:08 PM	24.7	16.2	15.3
7/1/2021 11:18:08 PM	21.0	16.5	15.6
7/1/2021 11:23:08 PM	21.0	16.8	16.0
